2014-07-26T07:03:02.106000Z,50066.2,200
2014-07-26T07:03:02.621000Z,47398.2,200
2014-07-26T07:03:03.136000Z,49243.1,200
2014-07-26T07:03:03.651000Z,48551.3,200
2014-07-26T07:03:04.166000Z,53675.5,200
2014-07-26T07:03:04.680000Z,41807.2,200
2014-07-26T07:03:05.195000Z,44383.3,200
2014-07-26T07:03:05.710000Z,49351.7,200
2014-07-26T07:03:06.225000Z,45899,200
2014-07-26T07:03:06.740000Z,44706.5,200
2014-07-26T07:03:07.255000Z,48921.7,200
2014-07-26T07:03:07.770000Z,49794.2,200
2014-07-26T07:03:08.284000Z,45201.9,200
2014-07-26T07:03:08.799000Z,51223.1,200
2014-07-26T07:03:09.314000Z,48486.3,200
2014-07-26T07:03:09.829000Z,55836.5,200
2014-07-26T07:03:10.344000Z,53419.4,200
2014-07-26T07:03:10.859000Z,45727.9,200
2014-07-26T07:03:11.373000Z,47893.5,200
2014-07-26T07:03:11.888000Z,44191.1,200
2014-07-26T07:03:12.403000Z,52180.7,200
2014-07-26T07:03:12.918000Z,49956.4,200
2014-07-26T07:03:13.433000Z,50092.7,200
2014-07-26T07:03:13.948000Z,50465.3,200
2014-07-26T07:03:14.462000Z,51668,200
2014-07-26T07:03:15.024000Z,48852.6,200
2014-07-26T07:03:15.539000Z,51680.5,200
2014-07-26T07:03:16.054000Z,54283,200
2014-07-26T07:03:16.569000Z,47173,200
2014-07-26T07:03:17.084000Z,48335,200
2014-07-26T07:03:17.598000Z,51206.4,200
2014-07-26T07:03:18.113000Z,46869.2,200
2014-07-26T07:03:18.628000Z,51057.4,200
2014-07-26T07:03:19.143000Z,49760.8,200
2014-07-26T07:03:19.658000Z,56844,200
2014-07-26T07:03:20.173000Z,44289.7,200
2014-07-26T07:03:20.687000Z,53048.3,200
2014-07-26T07:03:21.202000Z,52768.6,200
2014-07-26T07:03:21.717000Z,57047.4,200
2014-07-26T07:03:22.232000Z,47976.9,200
2014-07-26T07:03:22.747000Z,39722,200
2014-07-26T07:03:23.262000Z,42245.6,200
2014-07-26T07:03:23.776000Z,51225.5,200
2014-07-26T07:03:24.291000Z,43805.2,200
2014-07-26T07:03:24.806000Z,44529.4,200
2014-07-26T07:03:25.321000Z,46239.2,200
2014-07-26T07:03:25.836000Z,51995.6,200
2014-07-26T07:03:26.351000Z,53397.2,200
2014-07-26T07:03:26.866000Z,46943.8,200
2014-07-26T07:03:27.380000Z,51979,200
2014-07-26T07:03:27.895000Z,50922.4,200
2014-07-26T07:03:28.410000Z,50912.3,200
2014-07-26T07:03:28.925000Z,50679.4,200
2014-07-26T07:03:29.440000Z,45272.1,200
2014-07-26T07:03:29.955000Z,45124.7,200
2014-07-26T07:03:30.469000Z,54173.1,200
2014-07-26T07:03:30.984000Z,51988.6,200
2014-07-26T07:03:31.499000Z,48764,200
2014-07-26T07:03:32.014000Z,47773.2,200
2014-07-26T07:03:32.529000Z,49201.4,200
2014-07-26T07:03:33.044000Z,47999.7,200
2014-07-26T07:03:33.558000Z,43759,200
2014-07-26T07:03:34.073000Z,46301.8,200
2014-07-26T07:03:34.588000Z,42644.2,200
2014-07-26T07:03:35.103000Z,42701.7,200
2014-07-26T07:03:35.618000Z,47043.8,200
2014-07-26T07:03:36.133000Z,45213.1,200
